E-id,Archival_Culture_Name,Possible_GJB_All_cid_Matches,Cultural_focus,Ensemble/Song_name,Instruments_in_Ensemble,See_I-ids,Additional_Comments,Bibliographic_Sources,Page/plate/illustration#,Archival_source,Source_Tag,Metadata_notes
348,RUANDA,"62544, 11375, 27781",,,1 Musical bow,956,,"Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.",,,@CollaerVanderLinden1960AtlasHistoriquedelaMusique,
349,RUANDA,"62544, 11375, 27781",,,1 Flute,957,,"Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.",,,@CollaerVanderLinden1960AtlasHistoriquedelaMusique,
545,FR URBBAR,28568,,,1 Organ; 1 Trumpet; 1 Flute; 1 Bassoon; 1 Cornet; 1 Lute,1780; 1779; 1786; 1776; 1789,,"Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.",,,@CollaerVanderLinden1960AtlasHistoriquedelaMusique,
546,FR URBBAR,28568,,,1 Clavichord (virginal),1781,,"Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.",,,@CollaerVanderLinden1960AtlasHistoriquedelaMusique,
547,FR URBBAR,28568,,,1 Lute; 1 Flute,1782; 1786,,"Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.",,,@CollaerVanderLinden1960AtlasHistoriquedelaMusique,
548,FR URBBAR,62417,"Refers specifically to the Court of Albert and Isabella, Brussels, 1621",,5 Trumpets; 7 Trumpets; 2 Drums,1779; 1778; 1788,"Court of Albert and Isabella, Brussels, 1621","Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.",,,@CollaerVanderLinden1960AtlasHistoriquedelaMusique,
565,GER URBBAR,15819,Refers specifically to Duke of Bavaria,,1 Harpsichord; 2 Viols; 3 Lutes; 18 Bassoons; 10 Double bass viols; 1 Transverse flute; 1 Trombone; 1 Trumpet; 1 Clarinet,1751; 1758; 1753; 1756; 1758; 1791; 1757; 1744; 1790,Duke of Bavaria,"Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.",,,@CollaerVanderLinden1960AtlasHistoriquedelaMusique,
741,RUANDA,"62544, 11375, 27781",,Drum Rhythm,2 Drums; 5 Drums; 1 Drum,1590; 1591; 1592,,"Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.",,,@CollaerVanderLinden1960AtlasHistoriquedelaMusique,
610,MNONG GAR,21506,,Feast of the Sun,6 Flat gongs; 1 Drum,1338; 1343,,"Condominas, G. (1957). Nous Avons Mange La Foret. Paris: Mercure de France.",,,@Condominas1957NousAvonsMangeLaForet,
611,MNONG GAR,21506,,Feast of the Sun,6 Flat gongs,1338,,"Condominas, G. (1957). Nous Avons Mange La Foret. Paris: Mercure de France.",,,@Condominas1957NousAvonsMangeLaForet,
612,MNONG GAR,21506,,Rnut,1 Drum; 2 Flutes,1343; 1337,Wood and fire ceremony. Two players: one at each end of the drum.,"Condominas, G. (1957). Nous Avons Mange La Foret. Paris: Mercure de France.",,,@Condominas1957NousAvonsMangeLaForet,
613,MNONG GAR,21506,,,1 Horn,1339,,"Condominas, G. (1957). Nous Avons Mange La Foret. Paris: Mercure de France.",,,@Condominas1957NousAvonsMangeLaForet,
614,MNONG GAR,21506,,,1 Flute,1337,,"Condominas, G. (1957). Nous Avons Mange La Foret. Paris: Mercure de France.",,,@Condominas1957NousAvonsMangeLaForet,
737,MNONG GAR,21506,,Festival of Sun,3 Gongs with bass; 1 Flat gong,1341; 1338,,"Condominas, G. (1957). Nous Avons Mange La Foret. Paris: Mercure de France.",,,@Condominas1957NousAvonsMangeLaForet,
18,HANUNOO,16545,,Stomp-dancing,2 Gongs; 3 Guitars; 3 Fiddles,81; 78; 77,,"Conklin, H. & Maceda, J. (1953). [Liner notes]. Hanunóo Music from the Philippines. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/hanunoo-music-from-the-philippines/world/album/smithsonian",,3A27,@FW1953HanunooMusic,
19,HANUNOO,16545,,,1 Percussion sticks,84,,"Conklin, H. & Maceda, J. (1953). [Liner notes]. Hanunóo Music from the Philippines. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/hanunoo-music-from-the-philippines/world/album/smithsonian",,3A27,@FW1953HanunooMusic,
20,HANUNOO,16545,,,1 Musical bow,86,,"Conklin, H. & Maceda, J. (1953). [Liner notes]. Hanunóo Music from the Philippines. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/hanunoo-music-from-the-philippines/world/album/smithsonian",,3A27,@FW1953HanunooMusic,
21,HANUNOO,16545,,,1 Flute (lantay),79,,"Conklin, H. & Maceda, J. (1953). [Liner notes]. Hanunóo Music from the Philippines. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/hanunoo-music-from-the-philippines/world/album/smithsonian",,3A27,@FW1953HanunooMusic,
22,HANUNOO,16545,,,1 Guitar,78,,"Conklin, H. & Maceda, J. (1953). [Liner notes]. Hanunóo Music from the Philippines. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/hanunoo-music-from-the-philippines/world/album/smithsonian",,3A27,@FW1953HanunooMusic,
23,HANUNOO,16545,,,2 Gongs,81,,"Conklin, H. & Maceda, J. (1953). [Liner notes]. Hanunóo Music from the Philippines. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/hanunoo-music-from-the-philippines/world/album/smithsonian",,3A27,@FW1953HanunooMusic,
24,HANUNOO,16545,,,2 Flutes,79,,"Conklin, H. & Maceda, J. (1953). [Liner notes]. Hanunóo Music from the Philippines. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/hanunoo-music-from-the-philippines/world/album/smithsonian",,3A27,@FW1953HanunooMusic,
25,HANUNOO,16545,,,2 Percussion sticks,84,,"Conklin, H. & Maceda, J. (1953). [Liner notes]. Hanunóo Music from the Philippines. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/hanunoo-music-from-the-philippines/world/album/smithsonian",,3A27,@FW1953HanunooMusic,
26,HANUNOO,16545,,,1 Jew's harp,80,,"Conklin, H. & Maceda, J. (1953). [Liner notes]. Hanunóo Music from the Philippines. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/hanunoo-music-from-the-philippines/world/album/smithsonian",,3A27,@FW1953HanunooMusic,
27,HANUNOO,16545,,,1 Fiddle; 1 Flute,77; 79,,"Conklin, H. & Maceda, J. (1953). [Liner notes]. Hanunóo Music from the Philippines. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/hanunoo-music-from-the-philippines/world/album/smithsonian",,3A27,@FW1953HanunooMusic,
28,HANUNOO,16545,,,6 Idiochord buzzers; 2 Zithers,88; 82,,"Conklin, H. & Maceda, J. (1953). [Liner notes]. Hanunóo Music from the Philippines. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/hanunoo-music-from-the-philippines/world/album/smithsonian",,3A27,@FW1953HanunooMusic,
29,HANUNOO,16545,,,3 Idiochord buzzers,88,,"Conklin, H. & Maceda, J. (1953). [Liner notes]. Hanunóo Music from the Philippines. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/hanunoo-music-from-the-philippines/world/album/smithsonian",,3A27,@FW1953HanunooMusic,
30,HANUNOO,16545,,,1 Fiddle,77,,"Conklin, H. & Maceda, J. (1953). [Liner notes]. Hanunóo Music from the Philippines. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/hanunoo-music-from-the-philippines/world/album/smithsonian",,3A27,@FW1953HanunooMusic,
424,MOSQUITO,21440,,,1 Musical bow,1122,,"Conzemius, E. (1932). Ethnographical Survey of the Miskito & Sumu Indians of Honduras and Nicaragua. Washington, D.C: Smithsonian Institution.",,,@Conzemius1932MiskitoSumu,
425,MOSQUITO,21440,,,2 Drums; 5 Rattlesticks; 1 Flute; 1 Flute; 4 Clapping,1113; 1115; 1117; 1118; 1121,,"Conzemius, E. (1932). Ethnographical Survey of the Miskito & Sumu Indians of Honduras and Nicaragua. Washington, D.C: Smithsonian Institution.",,,@Conzemius1932MiskitoSumu,
426,MOSQUITO,21440,,,1 Jew's harp,1123,,"Conzemius, E. (1932). Ethnographical Survey of the Miskito & Sumu Indians of Honduras and Nicaragua. Washington, D.C: Smithsonian Institution.",,,@Conzemius1932MiskitoSumu,
427,MOSQUITO,21440,,Shaman flute,1 Flute,1116,,"Conzemius, E. (1932). Ethnographical Survey of the Miskito & Sumu Indians of Honduras and Nicaragua. Washington, D.C: Smithsonian Institution.",,,@Conzemius1932MiskitoSumu,
714,RIF,30150,,,2 Oboes; 2 Drums; 1 Castanet,1502; 1504; 1505,,"Coon, C. S. (1931). Tribes of the Rif. Harvard African Studies, 9. Cambridge: Peabody Museum.",,,@Coon1931TribesoftheRif,
117,ARAUCANIAN,10814,,,1 Drum,297,,"Cooper, J. M. (1946). The Araucanians. In J. H. Steward (Ed.), Handbook of South American Indians Vol II: The Andean Civilizations. Washington, D.C.: Smithsonian Institution.","Cooper, 738",,@Cooper1946TheAraucanians,
118,ARAUCANIAN,10814,,,1 Drum,297,,"Cooper, J. M. (1946). The Araucanians. In J. H. Steward (Ed.), Handbook of South American Indians Vol II: The Andean Civilizations. Washington, D.C.: Smithsonian Institution.","Cooper, 750",,@Cooper1946TheAraucanians,
119,ARAUCANIAN,10814,,,1 Drum; 3 Flutes,297; 292,,"Cooper, J. M. (1946). The Araucanians. In J. H. Steward (Ed.), Handbook of South American Indians Vol II: The Andean Civilizations. Washington, D.C.: Smithsonian Institution.","Cooper, 738",,@Cooper1946TheAraucanians,
700,VIETNAM,28271,,Theater orchestra,1 Drum (trong chan); 1 Drum (cai trong); 1 Drum (trong quan); 1 Drum (trong chien); 1 Gong (dong la); 1 Gong (chieng); 1 Drum (trong bat can; 1 Drum (trong co'm); 1 Cymbals (cai nao bat); 1 Sticks (cai sin); 1 Violin (cai nhi); 1 Violin (cai tom); 1 Guitar (cai dan day); 1 Flute (ong dich); 1 Oboe (kien),1482; 606; 1481; 1480; 1484; 605; 1479; 1477; 604; 1478; 616; 615; 612; 619; 618,,"Coulet, G. (1926). L'organisation matérielle du theatre populaire chez les Annamites. Ho Chi Minh City: Imprimerie Commerciale C. Ardin. (See also translation: The material organization of the popular theater among the Annamese. (1954). L. Greene, trans. New Haven: HRAF).",,,@Coulet1926Annamites,
238,AMHARA,10495,,,1 Lyre (masenquo),633,,"Courlander, H. (1951). [Liner notes]. Folk Music of Ethiopia. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/folk-music-of-ethiopia/islamica-world/album/smithsonian","Courlander, 4",4A28,@FW1951FolkMusicOfEthiopia,
239,AMHARA,10495,,,1 Flute (shambukaw),638,,"Courlander, H. (1951). [Liner notes]. Folk Music of Ethiopia. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/folk-music-of-ethiopia/islamica-world/album/smithsonian","Courlander, 4",4A28,@FW1951FolkMusicOfEthiopia,
240,AMHARA,10495,,,1 Lyre (begenna),634,,"Courlander, H. (1951). [Liner notes]. Folk Music of Ethiopia. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/folk-music-of-ethiopia/islamica-world/album/smithsonian","Courlander, 3",4A28,@FW1951FolkMusicOfEthiopia,
241,AMHARA,10495,,,Flute (shambukaw); Drum,638; 639,,"Courlander, H. (1951). [Liner notes]. Folk Music of Ethiopia. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/folk-music-of-ethiopia/islamica-world/album/smithsonian","Courlander, 4",4A28,@FW1951FolkMusicOfEthiopia,Number of instruments = 0? Not sure what this means.
242,AMHARA,10495,,,1 Fiddle (tcherewata),632,,"Courlander, H. (1951). [Liner notes]. Folk Music of Ethiopia. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/folk-music-of-ethiopia/islamica-world/album/smithsonian","Courlander, 4",4A28,@FW1951FolkMusicOfEthiopia,
243,AMHARA,10495,,,Fiddle (tcherewata); Pipe (mbilita); Drum,632; 637; 639,,"Courlander, H. (1951). [Liner notes]. Folk Music of Ethiopia. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/folk-music-of-ethiopia/islamica-world/album/smithsonian","Courlander, 4",4A28,@FW1951FolkMusicOfEthiopia,Number of instruments = 0? Not sure what this means.
244,AMHARA,10495,,,15 Fiddles (tcherewata),632,,"Courlander, H. (1951). [Liner notes]. Folk Music of Ethiopia. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/folk-music-of-ethiopia/islamica-world/album/smithsonian","Courlander, 4",4A28,@FW1951FolkMusicOfEthiopia,
245,HAITI,16446,,,2 Trumpets (vaccine); 1 Trumpet; 1 Trumpet,642; 643; 644,,"Courlander, H. (1960). The Drum and the Hoe: Life and Lore of the Haitian People. Berkeley and Los Angeles: University of California Press.","Courlander, 199, pl. 8",,@Courlander1960TheDrumandtheHoe,
246,HAITI,16446,,,1 Drum (assotar),658,,"Courlander, H. (1960). The Drum and the Hoe: Life and Lore of the Haitian People. Berkeley and Los Angeles: University of California Press.","Courlander, 63-65, pl. 33 & 34",,@Courlander1960TheDrumandtheHoe,
247,HAITI,16446,,Standard orchestra for vodoun,1 Drum (manman); 1 Drum (gronde); 1 Drum (bula); 1 Rattle (cha-cha); 1 Bell (ogan),659; 660; 661; 662; 663,,"Courlander, H. (1960). The Drum and the Hoe: Life and Lore of the Haitian People. Berkeley and Los Angeles: University of California Press.","Courlander, 193f",,@Courlander1960TheDrumandtheHoe,
264,HAITI,16446,,,2 Earth bows; 1 Drum,750; 661,,"Courlander, H. (1960). The Drum and the Hoe: Life and Lore of the Haitian People. Berkeley and Los Angeles: University of California Press.","Courlander, 200",,@Courlander1960TheDrumandtheHoe,
599,KRAHOCANEL,19064,,,1 Rattle; 3 Whistles,1326; 1328,,"Crocker, W. (1964). [Recording notes]. William H. Crocker Recordings of the Canela. In William Henry Crocker Papers, Sound Recordings, National Anthropological Archives, Smithsonian Institution.",,T1666,@WHCP1964Canela,
600,KRAHOCANEL,19064,,Pepseye initiation festival,20 Body slapping; 3 Horns; 3 Whistles; 20 Rattles,1325; 1330; 1328; 1331,,"Crocker, W. (1964). [Recording notes]. William H. Crocker Recordings of the Canela. In William Henry Crocker Papers, Sound Recordings, National Anthropological Archives, Smithsonian Institution.",,T1666,@WHCP1964Canela,
601,KRAHOCANEL,19064,,Fish Song,40 Foot stomping,1325,,"Crocker, W. (1964). [Recording notes]. William H. Crocker Recordings of the Canela. In William Henry Crocker Papers, Sound Recordings, National Anthropological Archives, Smithsonian Institution.",,T1666,@WHCP1964Canela,
602,KRAHOCANEL,19064,,Afternoon Dance,3 Horns; 1 Gourd rattle,1330; 1331,Also Festival of Oranges,"Crocker, W. (1964). [Recording notes]. William H. Crocker Recordings of the Canela. In William Henry Crocker Papers, Sound Recordings, National Anthropological Archives, Smithsonian Institution.",,T1666,@WHCP1964Canela,
603,KRAHOCANEL,19064,,,1 Gourd rattle,1331,,"Crocker, W. (1964). [Recording notes]. William H. Crocker Recordings of the Canela. In William Henry Crocker Papers, Sound Recordings, National Anthropological Archives, Smithsonian Institution.",,T1666,@WHCP1964Canela,
597,WASHO,28524,,Handgame,6 Sticks,1324,,"d'Azevedo, W. (1964). [Recording notes]. Washo, Paiute, and Shoshone Songs. Warren L. d'Azevedo Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1746,@WLDC1964WashoPaiuteShoshone,
343,LAOS,19691,,Pi-phat (classical orchestra),2 Drums; 2 Gongs; 1 Xylophone; 2 Cymbals; 1 Oboe,947; 946; 949; 951; 950,,"Danielou, A. (1953). [Liner notes]. Laos. Musical Anthology of the Orient series. UNESCO Collection of Traditional Music of the World. Bärenreiter-Musicaphon.",,2A30,@MAO1953Laos,
344,LAOS,19691,,Mo-ho-ri (composite orchestra),1 Fiddle; 1 Fiddle; 2 Cymbals; 2 Barrel drums; 1 Oboe; 1 Xylophon; 2 Gong sets,953; 952; 951; 947; 950; 949; 946,,"Danielou, A. (1953). [Liner notes]. Laos. Musical Anthology of the Orient series. UNESCO Collection of Traditional Music of the World. Bärenreiter-Musicaphon.",,2A30,@MAO1953Laos,
345,LAOS,19691,,,1 Mouth organ,945,,"Danielou, A. (1953). [Liner notes]. Laos. Musical Anthology of the Orient series. UNESCO Collection of Traditional Music of the World. Bärenreiter-Musicaphon.",,2A30,@MAO1953Laos,
346,LAOS,19691,,,3 Mouth organs; 2 Flutes; 2 Drums; 2 Cymbals,945; 954; 948; 951,,"Danielou, A. (1953). [Liner notes]. Laos. Musical Anthology of the Orient series. UNESCO Collection of Traditional Music of the World. Bärenreiter-Musicaphon.",,2A30,@MAO1953Laos,
378,TIBET,27028,,Ling-bu,1 Flute,1039,,"Das, S. (1902). Journey to Lhasa and Central Tibet. Ed. W. W. Rockhill. London: John Murray.",,,@Das1902LhasaandCentralTibet,
379,TIBET,27028,,Monk's ensemble,1 Gong; 2 Tambourines,1034; 1035,,"Das, S. (1902). Journey to Lhasa and Central Tibet. Ed. W. W. Rockhill. London: John Murray.",,,@Das1902LhasaandCentralTibet,
90,TETONDAKOT,26940,,,4 Flutes; 1 Drum,229; 228,,"Densmore, F. (1918). Teton Sioux Music. Washington, D.C.: U.S. Government Publishing Office.",,,@Densmore1918TetonSiouxMusic,
91,TETONDAKOT,26940,,,1 Frame drum,230,,"Densmore, F. (1918). Teton Sioux Music. Washington, D.C.: U.S. Government Publishing Office.","Densmore, 267",,@Densmore1918TetonSiouxMusic,
92,TETONDAKOT,26940,,,1 Rattle,234,,"Densmore, F. (1918). Teton Sioux Music. Washington, D.C.: U.S. Government Publishing Office.","Densmore, 252",,@Densmore1918TetonSiouxMusic,
70,UTE,"62526, 28106",,,1 Drum,178,,"Densmore, F. (1922). Northern Ute music. Bureau of American Ethnology Bulletin. 75, 1–213.","Densmore, 95",,@Densmore1922NorthernUtemusic,
71,UTE,"62526, 28106",,,4 Frame drums,177,,"Densmore, F. (1922). Northern Ute music. Bureau of American Ethnology Bulletin. 75, 1–213.","Densmore, 105",,@Densmore1922NorthernUtemusic,
72,UTE,"62526, 28106",,,1 Scraped stick,176,,"Densmore, F. (1922). Northern Ute music. Bureau of American Ethnology Bulletin. 75, 1–213.","Densmore, 26",,@Densmore1922NorthernUtemusic,
512,CUNA,14235,,,2 Flutes; 2 Rattles,1275; 1269,Both instruments are often played simultaneously by single performer,"Densmore, F. (1926). Music of the Tule Indians of Panama. Smithsonian Miscellaneous Collections, 77(11).",,,@Densmore1926Tule,
